Object ID,Is Public Domain,Artist Begin Date,Artist End Date,Object Begin Date,Object End Date,Metadata Date,Department,Title,Culture,Artist Role,Artist Display Name,Artist Nationality,Medium,Dimensions,Classification,Tags
10101,True,1819,1911,1867,1869,2019-02-01,The American Wing,La Petite Pensée,American,Artist,Thomas Ball,American,Marble,19 3/4 x 12 1/2 x 7 3/8 in. (50.2 x 31.8 x 18.7 cm),Sculpture,Girls|Portraits|Flowers|Leaves
10102,True,1819,1911,1890,1890,2019-02-01,The American Wing,Unidentified Gentleman,American,Artist,Thomas Ball,American,Marble,21 x 17 in. (53.3 x 43.2 cm),Sculpture,Men|Profiles
10103,False,1863,1938,1911,1919,2019-02-01,The American Wing,Abraham Lincoln,American,Artist,George Grey Barnard,American,Marble,21 1/4 x 12 x 17 in. (54 x 30.5 x 43.2 cm),Sculpture,Abraham Lincoln|Faces
10104,False,1863,1938,1930,1930,2019-02-01,The American Wing,Refugee,American,Artist,George Grey Barnard,American,Marble,47 3/4 x 9 3/4 x 20 1/2 in. (121.3 x 24.8 x 52.1 cm),Sculpture,Women
10105,False,1863,1938,1888,1894,2019-02-01,The American Wing,The Struggle of the Two Natures in Man,American,Artist,George Grey Barnard,American,Marble,101 x 102 x 48 in. (256.5 x 259.1 x 121.9 cm),Sculpture,Male Nudes
10107,False,1865,1925,1885,1888,2019-02-01,The American Wing,Bohemian Bear Tamer,American,Artist,Paul Wayland Bartlett,American,Bronze,69 3/8 x 33 x 45 1/2 in. (176.2 x 83.8 x 115.6 cm),Sculpture,Bears|Men
10109,False,1865,1925,1919,1920,2020-01-30,The American Wing,Clinton Ogilvie,American,Artist,Paul Wayland Bartlett,American,Marble,20 x 10 1/4 x 10 in. (50.8 x 26 x 25.4 cm),Sculpture,Men|Portraits
10110,False,1865,1925,1915,1916,2019-02-01,The American Wing,Preparedness,American,Artist,Paul Wayland Bartlett,American,Bronze,12 1/2 x 4 1/4 x 4 1/2 in. (31.8 x 10.8 x 11.4 cm),Sculpture,Eagles
10112,False,1865,1925,1892,1909,2019-02-01,The American Wing,Seated Torso of a Woman,American,Artist,Paul Wayland Bartlett,American,Bronze,14 x 5 x 7 in. (35.6 x 12.7 x 17.8 cm),Sculpture,Female Nudes
10113,False,1865,1925,1891,1909,2019-02-01,The American Wing,Standing Torso of a Woman,American,Artist,Paul Wayland Bartlett,American,Bronze,With base: 18 1/8 x 7 x 5 in. (46 x 17.8 x 12.7 cm),Sculpture,Female Nudes
10114,True,1809,1854,1841,1852,2019-02-01,The American Wing,"View of the Bay and Harbor of New York, from Gowanus Heights, Brooklyn",American,Artist,William Henry Bartlett,British,"Watercolor and graphite on white wove paper

",7 9/16 x 11 5/8 in. (19.2 x 29.5 cm),Drawings,Landscapes|Trees
10126,False,1855,1942,1914,1914,2019-03-27,The American Wing,Ernesta,American,Artist,Cecilia Beaux,American,Oil on canvas,71 3/4 x 43 3/8 in. (182.2 x 110.2 cm),Paintings,Portraits|Women
10127,False,1855,1942,1894,1894,2019-07-31,The American Wing,Ernesta (Child with Nurse),American,Artist,Cecilia Beaux,American,Oil on canvas,50 1/2 x 38 1/8 in. (128.3 x 96.8 cm),Paintings,Girls|Portraits
10128,False,1855,1942,1898,1898,2019-02-01,The American Wing,Mr. and Mrs. Anson Phelps Stokes,American,Artist,Cecilia Beaux,American,Oil on canvas,72 1/16 x 39 7/8 in. (183 x 101.3 cm),Paintings,Couples|Men|Women
10131,True,1852,1917,1910,1911,2019-02-01,The American Wing,Lake of Orta,American,Artist,J. Carroll Beckwith,American,Oil on wood,13 3/4 x 10 1/2 in. (34.9 x 26.7 cm),Paintings,Houses|Lakes|Mountains|Trees
10132,True,1852,1917,1887,1890,2019-02-01,The American Wing,The Veronese Print,American,Artist,J. Carroll Beckwith,American,Black chalk and pastel on grey wove paper,10 7/8 x 8 1/8 in. (27.6 x 20.6 cm),Drawings,Portraits|Women
10133,True,1852,1917,1852,1917,2019-02-01,The American Wing,Seated Woman with Birds,American,Artist,J. Carroll Beckwith,American,Colored chalks and pastel on grey wove paper,Sight: 7 1/8 x 6 7/8 in. (18.1 x 17.5 cm),Drawings,Birds|Portraits|Women
10135,True,1743,1812,1772,1785,2020-02-24,The American Wing,Elizabeth Ann Timothy,American,Artist,Henry Benbridge,American,Watercolor and gouache on ivory,1 1/2 x 1 1/8 in. (3.7 x 3 cm),Paintings,Women|Portraits
10136,True,1743,1812,1768,1776,2019-02-01,The American Wing,Mrs. Benjamin Simons,American,Artist,Henry Benbridge,American,Oil on canvas,29 7/8 x 25 in. (75.5 x 63.5 cm),Paintings,Portraits|Women
10138,True,1743,1812,1767,1772,2019-02-01,The American Wing,Portrait of a Gentleman,American,Artist,Henry Benbridge,American,Oil on canvas,49 1/4 x 39 1/2 in. (125.1 x 100.3 cm),Paintings,Men|Portraits
10139,True,1743,1812,1777,1780,2019-02-01,The American Wing,Portrait of a Gentleman,American,Artist,Henry Benbridge,American,Watercolor on ivory,1 1/2 x 1 in. (3.9 x 2.5 cm),Paintings,Men|Portraits
10140,True,1787,1844,1833,1833,2019-02-01,The American Wing,"Quarantine, Staten Island",American,Artist,William James Bennett,American,"Watercolor, gouache, and ink gouache on off-white wove paper

",17 11/16 x 24 1/2 in. (44.9 x 62.2 cm),Drawings,Seas|Waves|Ships
10141,True,1787,1844,1824,1830,2019-10-10,The American Wing,"View of South Street, from Maiden Lane, New York City",American,Artist,William James Bennett,American,"Watercolor on off-white wove paper

",9 5/8 x 13 5/8 in. (24.4 x 34.6 cm),Drawings,Cities|Ships|Human Figures
10142,False,1862,1951,1905,1905,2020-02-24,The American Wing,Children in Woods,American,Artist,Frank W. Benson,American,Oil on canvas,32 x 30 in. (81.3 x 76.2 cm),Paintings,Girls
10143,False,1862,1951,1862,1951,2019-02-01,The American Wing,Ducks in Calm Water,American,Artist,Frank W. Benson,American,"Watercolor and graphite on white wove paper

",14 7/8 x 20 1/16 in. (37.8 x 51 cm),Drawings,Ducks
10144,False,1862,1951,1940,1940,2019-02-01,The American Wing,Early Morning,American,Artist,Frank W. Benson,American,"Watercolor and graphite on white wove paper

",14 3/8 x 20 7/16 in. (36.5 x 51.9 cm),Drawings,Ducks|Morning
10145,False,1862,1951,1925,1925,2019-02-01,The American Wing,Evening,American,Artist,Frank W. Benson,American,"Watercolor, gouache, and graphite on white wove paper laid down to gray woodpulp cardboard",24 7/8 x 20 in. (63.2 x 50.8 cm),Drawings,Birds|Evening
10146,False,1862,1951,1862,1951,2019-07-31,The American Wing,Mallards Alighting,American,Artist,Frank W. Benson,American,"Watercolor and graphite on white wove paper

",13 x 16 1/8 in. (33 x 41 cm),Drawings,Birds
10147,False,1862,1951,1901,1901,2019-02-01,The American Wing,Portrait of a Lady,American,Artist,Frank W. Benson,American,Oil on canvas,40 1/8 x 32 3/8 in. (101.9 x 82.2 cm),Paintings,Portraits|Women
10148,False,1862,1951,1926,1926,2019-05-14,The American Wing,Two Boys,American,Artist,Frank W. Benson,American,Oil on canvas,32 3/16 x 40 1/8 in. (81.8 x 101.9 cm),Paintings,Summer|Boys|Dogs|Sky
10149,True,1830,1902,1886,1889,2020-02-24,The American Wing,Canadian Rockies (Lake Louise),American,Artist,Albert Bierstadt,American,Oil on paper mounted to board,"14 3/4 x 21in. (37.5 x 53.3cm)
Framed: 25 13/16 x 34 9/16 x 3 9/16 in. (65.5 x 87.8 x 9 cm)",Paintings,Landscapes|Lakes|Mountains
10150,True,1830,1902,1866,1866,2020-02-24,The American Wing,"Merced River, Yosemite Valley",American,Artist,Albert Bierstadt,American,Oil on canvas,36 x 50 in. (91.4 x 127 cm),Paintings,Landscapes|Rivers|Mountains
10151,True,1830,1902,1880,1890,2019-07-31,The American Wing,Mountain Scene,American,Artist,Albert Bierstadt,American,Oil on paper,14 3/4 x 21 in. (37.5 x 53.3 cm),Paintings,Landscapes|Mountains
10152,True,1830,1902,1872,1873,2019-02-01,The American Wing,"Nevada Falls, Yosemite",American,Artist,Albert Bierstadt,American,Oil on canvas,"39 × 30 in. (99.1 × 76.2 cm)
Framed: 48 1/16 x 39 x 5 1/16 in. (122 x 99.1 x 12.8 cm)",Paintings,Men|Women|Waterfalls|Landscapes|Trees
10154,True,1830,1902,1863,1863,2020-01-22,The American Wing,"The Rocky Mountains, Lander's Peak",American,Artist,Albert Bierstadt,American,Oil on canvas,73 1/2 x 120 3/4 in. (186.7 x 306.7 cm),Paintings,Tents|Horses|Mountains|Landscapes
10155,True,1830,1902,1877,1890,2020-02-24,The American Wing,Sea Cove,American,Artist,Albert Bierstadt,American,Oil on wood,14 x 19 in. (35.6 x 48.3 cm),Paintings,Beaches|Trees
10156,True,1830,1902,1861,1864,2019-02-01,The American Wing,Study of a Tree,American,Artist,Albert Bierstadt,American,Oil on paper mounted on board,9 1/4 x 7 7/8 in. (23.5 x 20 cm),Paintings,Trees
10157,True,1830,1902,1830,1902,2019-02-01,The American Wing,Study of Rocks and Trees by a Lake,American,Artist,Albert Bierstadt,American,Graphite on buff-colored wove paper,11 9/16 x 15 11/16 in. (29.4 x 39.8 cm),Drawings,Lakes|Trees
10158,True,1830,1902,1876,1885,2020-02-24,The American Wing,Sunrise on the Matterhorn,American,Artist,Albert Bierstadt,American,Oil on canvas,58 1/2 x 42 5/8 in. (148.6 x 108.3 cm),Paintings,Landscapes|Mountains|Dawn
10159,True,1811,1879,1845,1845,2020-02-07,The American Wing,Fur Traders Descending the Missouri,American,Artist,George Caleb Bingham,American,Oil on canvas,29 x 36 1/2 in. (73.7 x 92.7 cm),Paintings,Men|Cats|Rivers|Boats|Human Figures
10163,True,1779,1851,1806,1806,2019-02-01,The American Wing,Captain Christopher O'Connor,American,Former Attribution,Thomas Birch,American,Watercolor on paper,2 13/16 x 2 3/16 in. (7.1 x 5.6 cm),Drawings,Men|Profiles
10164,True,1755,1834,1825,1825,2019-02-01,The American Wing,Bishop William White,American,Artist,William Russell Birch,American,Enamel on copper,1 1/4 x 1 1/8 in. (3.3 x 2.6 cm),Paintings,Men|Portraits
10165,True,1755,1834,1817,1817,2019-02-01,The American Wing,Brock Livingston Delaplaine,American,Artist,William Russell Birch,American,Enamel on copper,Sight: 3 x 2 1/2 in. (7.6 x 6.4 cm),Paintings,Boys|Portraits
10166,True,1755,1834,1822,1832,2019-02-01,The American Wing,Daniel Webster,American,Artist,William Russell Birch,American,Enamel on copper,Sight: 1 5/16 x 1 1/16 in. (3.3 x 2.7 cm),Paintings,Men|Portraits
10167,True,1755,1834,1785,1785,2019-02-01,The American Wing,Mary Birch,American,Artist,William Russell Birch,American,Enamel on copper,1 5/8 x 1 3/8 in. (4.1 x 3.5 cm),Paintings,Portraits|Women
10168,False,1839,1920,1893,1901,2019-02-01,The American Wing,Colonel de Heer Abraham de Peyster,American,Artist,George Edwin Bissell,American,Bronze,27 1/2 x 13 1/2 x 16 3/4 in. (69.9 x 34.3 x 42.5 cm),Sculpture,Swords|Men
10169,False,1839,1920,1885,1889,2019-10-10,The American Wing,Mary Justina de Peyster,American,Artist,George Edwin Bissell,American,Marble,27 x 14 1/2 x 9 in. (68.6 x 36.8 x 22.9 cm),Sculpture,Women|Roses
10170,True,1867,1915,1900,1900,2019-07-31,The American Wing,All Angels' Church Pulpit and Choir Rail,American,Artist,Karl Theodore Bitter,"American, born Austria","Limestone, oak, and walnut","47 1/2"" h.  (120.7 cm.) (horizontal portion of choir rail)",Architecture,Architecture
10171,True,1867,1915,1910,1910,2020-02-04,The American Wing,Diana,American,Artist,Karl Theodore Bitter,"American, born Austria",Bronze,19 3/4 x 5 3/4 x 9 in. (50.2 x 14.6 x 22.9 cm),Sculpture,Bow and Arrow|Diana
10172,True,1867,1915,1891,1892,2019-07-31,The American Wing,Richard Morris Hunt,American,Artist,Karl Theodore Bitter,"American, born Austria",Bronze,Diam. 20 in. (50.8 cm),Sculpture,Portraits|Men|Profiles
10184,False,1848,1936,1889,1889,2019-07-31,The American Wing,"Design for the Washington Centennial Celebration, Souvenir",American,Artist,Edwin Howland Blashfield,American,Oil on canvas board,20 x 16 in. (50.8 x 40.6 cm),Paintings,George Washington|Putti|Women
10186,True,1857,1903,1892,1893,2019-02-01,The American Wing,The Ameya,American,Artist,Robert Frederick Blum,American,Oil on canvas,25 1/16 x 31 1/16 in. (63.7 x 78.9 cm),Paintings,Infants|Women|Street Scene|Working
10187,True,1857,1903,1890,1893,2019-02-01,The American Wing,The Toilet,American,Artist,Robert Frederick Blum,American,Pastel on brown wove paper,11 1/2 x 11 in. (29.2 x 27.9 cm),Drawings,Women
10188,True,1857,1903,1857,1903,2019-02-01,The American Wing,Spring Landscape,American,Artist,Robert Frederick Blum,American,Pastel on sandpaper,10 x 12 1/4 in. (25.4 x 31.1 cm),Drawings,Landscapes|Trees|Spring
10189,True,1857,1903,1857,1903,2019-02-01,The American Wing,"Street Scene in Ikao, Japan",American,Artist,Robert Frederick Blum,American,"Watercolor, gouache, and graphite on off-white wove paper",Sight: 10 3/8 x 12 5/8 in. (26.4 x 32.1 cm),Drawings,Houses|Streets|Men|Women|Street Scene|Markets
10190,True,1857,1903,1897,1900,2019-02-01,The American Wing,"View from the Artist's Window, Grove Street",American,Artist,Robert Frederick Blum,American,Oil on canvas,22 5/16 x 19 1/2 in. (56.7 x 49.5 cm),Paintings,Buildings|Trees
10194,True,1816,1865,1851,1851,2019-10-10,The American Wing,"Seventh Regiment on Review, Washington Square, New York",American,Artist,Otto Boetticher,German,Oil on canvas,24 x 36 in. (61 x 91.4 cm),Paintings,Military|Soldiers|Horse Riding
10195,False,1864,1944,1900,1900,2019-07-31,The American Wing,"Chale, Isle of Wight, Looking Towards the Needles",American,Artist,George H. Bogert,American,Oil on canvas,28 1/8 x 36 1/8 in. (71.4 x 91.8 cm),Paintings,Landscapes
10196,False,1864,1944,1898,1898,2019-07-31,The American Wing,September Evening,American,Artist,George H. Bogert,American,Oil on canvas,19 1/4 x 30 5/8 in. (48.9 x 77.8 cm),Paintings,Landscapes|Evening
10203,False,1868,1922,1899,1907,2019-02-01,The American Wing,Bulls Fighting,American,Artist,Solon Hannibal Borglum,American,Bronze,"4 1/4 × 20 1/2 × 2 3/8 in., 7 lb. (10.8 × 52.1 × 6 cm, 3.2 kg)",Sculpture,Bulls
10204,False,1868,1922,1899,1907,2019-02-01,The American Wing,On the Border of the White Man's Land,American,Artist,Solon Hannibal Borglum,American,Bronze,18 1/2 x 27 x 10 1/4 in. (47 x 68.6 x 26 cm),Sculpture,Men|Horses
10205,True,1818,1908,1843,1844,2019-02-01,The American Wing,Washington Allston,American,Artist,Edward Augustus Brackett,American,Marble,26 3/4 x 14 1/4 x 9 in. (67.9 x 36.2 x 22.9 cm),Sculpture,Men|Portraits
10207,True,1823,1892,1871,1871,2019-07-31,The American Wing,An Arctic Summer: Boring Through the Pack in Melville Bay,American,Artist,William Bradford,American,Oil on canvas,"51 3/4 x 78 in. (131.4 x 198.1 cm); framed: 60 x 86 1/2 x 4 in.
",Paintings,Landscapes|Ships
10209,True,1823,1892,1860,1861,2019-02-01,The American Wing,Shipwreck off Nantucket (Wreck off Nantucket after a Storm),American,Artist,William Bradford,American,Oil on canvas,40 x 64 in. (101.6 x 162.6 cm),Paintings,Shipwrecks|Waves|Boats
10217,True,1777,1845,1805,1805,2019-02-01,The American Wing,Captain Graham,Scottish,Artist,Andrew Robertson,"British, Scottish",Watercolor on ivory,Sight: 2 7/16 x 2 in. (6.2 x 5.1 cm),Paintings,Men|Portraits
10218,True,1794,1875,1822,1825,2019-07-31,The American Wing,Carolyn Mishner,American,Artist,Hugh Bridport,"American, born England",Watercolor on ivory,2 1/2 x 2 1/16 in. (6.2 x 5.2 cm),Paintings,Portraits|Women
10219,True,1794,1875,1843,1843,2019-02-01,The American Wing,Joel Roberts Poinsett,American,Artist,Hugh Bridport,"American, born England",Watercolor on ivory,3 7/16 x 2 11/16 in. (8.7 x 6.8 cm),Paintings,Men|Portraits
10233,False,1865,1919,1896,1904,2019-02-01,The American Wing,The Bather,American,Artist,Richard Edwin Brooks,American,Bronze,23 x 11 3/8 x 10 1/2 in. (58.4 x 28.9 x 26.7 cm),Sculpture,Male Nudes
10234,False,1865,1919,1895,1904,2019-02-01,The American Wing,Song of the Wave,American,Artist,Richard Edwin Brooks,American,Bronze,12 1/2 x 14 3/8 x 10 3/8 in. (31.8 x 36.5 x 26.4 cm),Sculpture,Female Nudes
10235,True,1814,1889,1857,1857,2019-07-31,The American Wing,"View at Amalfi, Bay of Salerno",American,Artist,George Loring Brown,American,Oil on canvas,33 1/4 x 53 3/4 in. (84.5 x 136.5 cm),Paintings,Landscapes|Boats
10237,True,1814,1886,1872,1900,2019-02-01,The American Wing,Major General Philip Kearny,American,Artist,Henry Kirke Brown,American,Bronze,30 1/2 x 22 3/4 x 13 1/2 in. (77.5 x 57.8 x 34.3 cm),Sculpture,Portraits|Generals
10238,True,1814,1886,1850,1850,2019-02-01,The American Wing,Thomas Cole,American,Artist,Henry Kirke Brown,American,Marble,28 x 18 x 12 in. (71.1 x 45.7 x 30.5 cm),Sculpture,Men|Portraits
10239,True,1831,1913,1897,1910,2019-02-01,The American Wing,Meditation,American,Artist,John George Brown,"American, born England",Oil on canvas,30 x 25 in. (76.2 x 63.5 cm),Paintings,Interiors|Contemplation|Women
10240,True,1831,1913,1870,1870,2019-04-02,The American Wing,The Music Lesson,American,Artist,John George Brown,"American, born England",Oil on canvas,24 x 20 in. (61 x 50.8 cm),Paintings,Couples|Men|Women|Music|Flutes|Harps
10241,True,1831,1913,1897,1897,2019-02-01,The American Wing,To Decide the Question,American,Artist,John George Brown,"American, born England",Oil on canvas,30 x 40 in. (76.2 x 101.6 cm),Paintings,Men
10243,True,1761,1831,1761,1831,2019-02-01,The American Wing,Figure in Eastern Costume,American,Artist,Mather Brown,American,"Watercolor and graphite on off-white laid paper

",9 x 6 15/16 in. (22.9 x 17.6 cm),Drawings,Swords|Men
10244,True,1761,1831,1761,1831,2019-02-01,The American Wing,Group on the Stockport Road,American,Artist,Mather Brown,American,Pen and iron-gall ink and graphite on off-white laid paper,7 11/16 x 7 13/16 in. (19.5 x 19.8 cm),Drawings,Girls|Men
10245,True,1761,1831,1761,1831,2019-10-10,The American Wing,In Like Manner Shall He Descend,American,Artist,Mather Brown,American,"Pen and iron gall ink, ink washes, and graphite on off-white wove paper prepared with yellow washes

",9 3/8 x 6 1/2 in. (23.8 x 16.5 cm),Drawings,Christ
10246,True,1761,1831,1786,1786,2019-02-01,The American Wing,Lady with a Dog,American,Artist,Mather Brown,American,Oil on canvas,49 1/2 x 39 1/2 in. (125.7 x 100.3 cm),Paintings,Portraits|Women|Dogs
10247,True,1761,1831,1801,1801,2019-02-14,The American Wing,Portrait of a Young Woman,American,Artist,Mather Brown,American,Oil on canvas,50 x 40 1/4 in. (127 x 102.2 cm),Paintings,Girls|Portraits|Pianos
10248,True,1761,1831,1761,1831,2019-02-01,The American Wing,Scene at Liverpool,American,Artist,Mather Brown,American,Pen and iron-gall ink and graphite on buff-colored laid paper,4 3/8 x 9 1/8 in. (11.1 x 23.2 cm),Drawings,Men|Women
10249,True,1761,1831,1761,1831,2019-11-26,The American Wing,"Scene from ""Don Quixote""",American,Artist,Mather Brown,American,Pen and iron-gall ink and graphite on off-white wove paper,6 1/4 x 7 11/16 in. (15.8 x 19.5 cm),Drawings,Don Quixote|Men|Women
10252,False,1855,1941,1905,1905,2020-02-24,The American Wing,Alan Harriman,American,Artist,George de Forest Brush,American,Oil on canvas,56 3/4 x 37 5/16 in. (144.1 x 94.8 cm),Paintings,Portraits|Boys
10254,False,1855,1941,1903,1903,2019-02-01,The American Wing,Henry George,American,Artist,George de Forest Brush,American,Oil on canvas,64 1/2 x 46 1/2 in. (163.8 x 118.1 cm),Paintings,Men|Portraits
10255,False,1855,1941,1906,1906,2019-02-01,The American Wing,In the Garden,American,Artist,George de Forest Brush,American,Oil on canvas mounted on zinc plate,37 1/4 x 16 7/8 in. (94.6 x 42.9 cm),Paintings,Children|Girls|Women
10256,False,1855,1941,1894,1894,2019-07-31,The American Wing,Mother and Child,American,Artist,George de Forest Brush,American,Oil on wood,47 1/2 x 29 1/2 in. (120.7 x 74.9 cm),Paintings,Children|Mothers|Women
10257,False,1855,1941,1930,1930,2019-02-01,The American Wing,Portrait,American,Artist,George de Forest Brush,American,Red and white chalk on paper,14 1/4 x 10 1/4 in. (36.2 x 26 cm),Drawings,Men|Portraits
10337,False,1869,1934,1915,1915,2019-02-01,The American Wing,Consolation of Ariadne,American,Artist,Bryson Burroughs,American,Oil on canvas,29 15/16 x 35 7/8 in. (76.4 x 91.12 cm),Paintings,Men|Female Nudes|Ariadne|Seas|Boats
10338,False,1869,1934,1930,1930,2019-02-01,The American Wing,Eurydice Bitten by the Snake,American,Artist,Bryson Burroughs,American,Oil on canvas,51 x 41 15/16 in. (129.5 x 106.5 cm),Paintings,Suffering|Men|Women|Rivers|Trees
10339,False,1869,1934,1869,1934,2019-10-10,The American Wing,Mars and Venus Caught in the Web of Vulcan,American,Artist,Bryson Burroughs,American,"Brown ink, black, white and red chalk, pastels, and graphite on white wove paper",12 7/16 x 8 1/2 in. (31.6 x 21.6 cm),Drawings,Men|Women|Human Figures
10340,False,1869,1934,1896,1896,2019-02-01,The American Wing,"Mrs. Helen Moser Gordon, later Mrs. Ivanowski",American,Artist,Bryson Burroughs,American,Colored chalk and graphite on tan board,20 x 15 1/8 in. (50.8 x 38.4 cm),Drawings,Profiles|Women
10341,False,1869,1934,1869,1934,2019-02-01,The American Wing,Portrait of Nazimova,American,Artist,Bryson Burroughs,American,Charcoal and pink pastel on off-white laid paper,11 5/8 x 17 3/4 in. (29.5 x 45.1 cm),Drawings,Portraits|Women
10342,False,1869,1934,1869,1934,2019-02-01,The American Wing,Robert T. Nichol,American,Artist,Bryson Burroughs,American,Graphite on off-white wove paper,7 5/16 x 5 in. (18.6 x 12.7 cm),Drawings,Men|Portraits
